"id","accounting_method","actual_completion_date","approval_letter_date","approved_change_orders","contract_date","contract_start_date","contract_estimated_completion_date","created_at","custom_fields","deleted_at","description","exclusions","executed","execution_date","grand_total","inclusions","issued_on_date","letter_of_intent_date","number","origin_data","origin_code","origin_id","pending_change_orders","pending_revised_contract","percentage_paid","private","remaining_balance_outstanding","requisitions_are_enabled","retainage_percent","returned_date","revised_contract","signed_contract_received_date","status","title","total_draw_requests_amount","total_payments","total_requisitions_amount","updated_at","vendor_id","vendor_company","infoJson","ProjectID","DateUpdated","custom_fields_v2","CompanyID"
7129885,amount,,,294915.00,,,,2021-08-17 22:11:37.000,,,,,false,,8560.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""VALTE010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":8560.0,""SCMST_DATE"":""2021-07-30T00:00:00"",""SCMST_NAME"":""Demolition and Abatement"",""SCMST_CONTACT_CODE"":""KM"",""SCMST_ORASEQ"":""48863326"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2021-08-10T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":10.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""351130"",""SCMST_CONT_TYPE"":""Subcontract""}}","119209-01","119209-48863326",0.00,303475.00,121.10,true,-64040.71,true,10.00,,303475.00,,Approved,Demolition and Abatement,0.00,367515.71,0.00,2022-09-16 07:57:57.000,16748743,VALOR TECHNOLOGIES INC,,1124393,2022-09-17 08:23:19.243,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
7129891,amount,,,0.00,,,,2021-08-17 22:12:45.000,,,,,false,,335000.00,,,,"119209-02","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""BATHX010"",""SCMST_CONT_CODE"":""119209-02"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":335000.0,""SCMST_DATE"":""2021-07-26T00:00:00"",""SCMST_NAME"":""Shower doors, bath accessories, bath mirrors, FE and FEC"",""SCMST_CONTACT_CODE"":""KSP"",""SCMST_ORASEQ"":""48764057"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2021-07-27T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":10.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""350286"",""SCMST_CONT_TYPE"":""Subcontract""}}","119209-02","119209-48764057",0.00,335000.00,89.77,true,34283.71,true,10.00,,335000.00,,Approved,"Shower doors, bath accessories, bath mirrors, FE and FEC",0.00,300716.29,0.00,2022-07-29 07:41:13.000,16755047,BATHXCESSORIES INC *,,1124393,2022-07-30 08:47:05.226,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
7348166,amount,,,0.00,2021-10-04 00:00:00.000,2021-10-27,2023-10-26,2021-10-04 17:31:20.000,"{""Subcontract Type "":""Subcontract Work Authorization Document"",""Billing Date"":""20th"",""PO Inclusions"":"""",""PO Exclusions"":"""",""Bond Required"":""No"",""Supplier shall coordinate his materials with other portions of the work and in accordance with job sequencing"":""No"",""Design Build?"":""No""}",,<p>erecting scaffold at North Tower</p>,"",false,,2500000.00,"",2021-10-04 00:00:00.000,,SC-1234-018,,,,0.00,2500000.00,0.00,true,2500000.00,true,10.00,,2500000.00,,Draft,Scaffold,0.00,0.00,0.00,2021-10-08 16:35:13.000,17631055,PRIME SCAFFOLD INC *,,474920,2022-03-08 13:00:31.983,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":{""id"":165950,""label"":""Subcontract Work Authorization Document""}},""custom_field_222573"":{""data_type"":""string"",""value"":""20th""},""custom_field_222574"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222575"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222576"":{""data_type"":""boolean"",""value"":false},""custom_field_222577"":{""data_type"":""boolean"",""value"":false},""custom_field_222578"":{""data_type"":""boolean"",""value"":false},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
7502327,amount,,,0.00,,2021-11-03,2022-11-04,2021-11-03 15:22:35.000,,,"","",false,,0.00,"",,,SC-1234-019,,,,0.00,0.00,0.00,true,0.00,true,10.00,,0.00,,Approved,"",0.00,0.00,0.00,2022-01-14 14:32:24.000,16746078,ALL-TECH DECORATING CO *,,474920,2022-03-08 13:00:31.983,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":{""id"":165945,""label"":""Subcontract Work Authorization Document with Exhibits""}},""custom_field_222573"":{""data_type"":""string"",""value"":""""},""custom_field_222574"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222575"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222576"":{""data_type"":""boolean"",""value"":false},""custom_field_222577"":{""data_type"":""boolean"",""value"":true},""custom_field_222578"":{""data_type"":""boolean"",""value"":false},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
7578117,amount,,,52850.00,,,,2021-11-18 16:09:07.000,,,,,false,,75000.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""A1ROO010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":75000.0,""SCMST_DATE"":""2021-08-23T00:00:00"",""SCMST_NAME"":""Roofing"",""SCMST_CONTACT_CODE"":""TP"",""SCMST_ORASEQ"":""49176994"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2021-08-30T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":10.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""352445"",""SCMST_CONT_TYPE"":""Subcontract""}}","119209-01","119209-49176994",-650.00,127200.00,65.27,true,44407.00,true,10.00,,127850.00,,Approved,Roofing,0.00,83443.00,0.00,2022-08-12 07:47:35.000,16730654,A-1 ROOFING CO *,,1124393,2022-08-13 08:42:06.860,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
7578138,amount,,,0.00,,,,2021-11-18 16:10:29.000,,,,,false,,120949.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""ABTTV010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":120949.0,""SCMST_DATE"":""2021-10-18T00:00:00"",""SCMST_NAME"":""Furnish and Deliver Washer/Dryer Combo Tower"",""SCMST_CONTACT_CODE"":""TB"",""SCMST_ORASEQ"":""50039364"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2021-10-20T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":10.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""356305"",""SCMST_CONT_TYPE"":""Subcontract""}}","119209-01","119209-50039364",0.00,120949.00,36.89,true,76332.40,true,10.00,,120949.00,,Approved,Furnish and Deliver Washer/Dryer Combo Tower,0.00,44616.60,0.00,2022-08-05 07:45:42.000,16741956,ABT ELECTRONICS,,1124393,2022-08-06 08:42:08.063,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
7578195,amount,,,0.00,,,,2021-11-18 16:16:22.000,,,,,false,,112953.63,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""ASSAB002"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":112953.63,""SCMST_DATE"":""20","119209-01","119209-49131375",0.00,112953.63,61.54,true,43438.76,true,10.00,,112953.63,,Approved,Furnish and Install Ving Door Hardware,0.00,69514.87,0.00,2022-05-27 07:25:37.000,16755078,ASSA ABLOY GLOBAL SOLUTIONS,,1124393,2022-05-28 09:05:07.030,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
7578335,amount,,,160294.81,,,,2021-11-18 16:29:18.000,,,,,false,,656000.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""DAVAR010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":656000.0,""SCMST_DATE"":""2021-08-30T00:00:00"",""SCMST_NAME"":""Furnish and Install Structural Steel"",""SCMST_CONTACT_CODE"":""RS"",""SCMST_ORASEQ"":""49282924"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2021-08-30T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":10.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""352734"",""SCMST_CONT_TYPE"":""Subcontract""}}","119209-01","119209-49282924",147323.00,963617.81,89.43,true,86274.21,true,10.00,,816294.81,,Approved,Furnish and Install Structural Steel,0.00,730020.60,0.00,2022-07-29 07:41:14.000,16752247,DAVID ARCHITECTURAL METALS INC,,1124393,2022-07-30 08:47:10.563,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
7578527,amount,,,-472086.89,,,,2021-11-18 16:47:07.000,,,,,false,,2303700.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""MILBU010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":2303700.0,""SCMST_DATE"":""2021-09-03T00:00:00"",""SCMST_NAME"":""Phase 2 Architectural and Structural Demolition"",""SCMST_CONTACT_CODE"":""JM"",""SCMST_ORASEQ"":""49396834"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2021-09-03T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":10.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""353348"",""SCMST_CONT_TYPE"":""Subcontract""}}","119209-01","119209-49396834",349471.29,2181084.40,115.28,true,-279859.93,true,10.00,,1831613.11,,Approved,Phase 2 Architectural and Structural Demolition,0.00,2111473.04,0.00,2022-07-29 07:41:15.000,16748738,MILBURN LLC *,,1124393,2022-07-30 08:47:10.563,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
7578682,amount,,,0.00,,,,2021-11-18 17:03:26.000,,,,,false,,222500.00,,,,"119209-01","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""WINTR010"",""SCMST_CONT_CODE"":""119209-01"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":222500.0,""SCMST_DATE"":""202","119209-01","119209-49964396",-1030.00,221470.00,13.83,true,191720.00,true,10.00,,222500.00,,Approved,Furnish and Install Window Treatments,0.00,30780.00,0.00,2022-01-07 06:37:55.000,16752863,WINDOW TREATMENTS INC,,1124393,2022-02-21 09:56:30.500,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
7578696,amount,,,0.00,,,,2021-11-18 17:05:12.000,,,,,false,,1037659.72,,,,"119209-02","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""HAIUS010"",""SCMST_CONT_CODE"":""119209-02"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":1037659.72,""SCMST_DATE"":""2","119209-02","119209-49501254",0.00,1037659.72,0.00,true,1037659.72,true,10.00,,1037659.72,,Draft,Phase 2 - Furnish Residential Appliances ,0.00,0.00,0.00,2021-11-18 17:05:18.000,18745472,GE APPLIANCES A HAIER CO,,1124393,2021-12-08 18:01:17.383,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
7578701,amount,,,0.00,,,,2021-11-18 17:05:25.000,,,,,false,,621163.59,,,,"119209-02","{""Source"":""CMIC"",""ScMast"":{""SCMST_COMP_CODE"":""01"",""SCMST_VEN_CODE"":""QUECA010"",""SCMST_CONT_CODE"":""119209-02"",""SCMST_CHG_CODE"":""000"",""SCMST_JOB_CODE"":""119209"",""SCMST_CONT_AMT"":621163.59,""SCMST_DATE"":""2021-09-01T00:00:00"",""SCMST_NAME"":""Furnish only all residential units casework"",""SCMST_CONTACT_CODE"":""BR"",""SCMST_ORASEQ"":""49349210"",""SCMST_STAT_CODE"":""I"",""SCMST_POST_DATE"":""2021-09-03T00:00:00"",""SCMST_CURR_CODE"":""USD"",""SCMST_CURC_FACTOR_NUM"":""1"",""SCMST_SCHEDULE_FLAG"":""Y"",""SCMST_COMPL_FLAG"":""N"",""SCMST_HOLD_PAYMENT_FLAG"":""N"",""SCMST_JOB_CTRL_CODE"":""ALL"",""SCMST_HLDBK_PC"":10.0,""SCMST_GST_AMT"":""0"",""SCMST_GST_PC"":""0"",""SCMST_POST_BATCH"":""355058"",""SCMST_CONT_TYPE"":""Subcontract""}}","119209-02","119209-49349210",0.00,621163.59,65.31,true,215471.89,true,10.00,,621163.59,,Approved,Furnish only all residential units casework,0.00,405691.70,0.00,2022-07-29 07:41:15.000,18703760,QUEST CABINETS,,1124393,2022-07-30 08:47:10.563,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":null},""custom_field_222573"":{""data_type"":""string"",""value"":null},""custom_field_222574"":{""data_type"":""rich_text"",""value"":null},""custom_field_222575"":{""data_type"":""rich_text"",""value"":null},""custom_field_222576"":{""data_type"":""boolean"",""value"":null},""custom_field_222577"":{""data_type"":""boolean"",""value"":null},""custom_field_222578"":{""data_type"":""boolean"",""value"":null},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
7590896,amount,,,0.00,,,,2021-11-22 15:33:16.000,,,"","",false,,0.00,"",,,SC-1234-020,,,,0.00,0.00,0.00,true,0.00,true,,,0.00,,Draft,test,0.00,0.00,0.00,2021-11-29 16:43:41.000,8274936,Architect TEST Company,,474920,2022-03-08 13:00:31.983,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":{""id"":165951,""label"":""Standard Subcontract""}},""custom_field_222573"":{""data_type"":""string"",""value"":""""},""custom_field_222574"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222575"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222576"":{""data_type"":""boolean"",""value"":false},""custom_field_222577"":{""data_type"":""boolean"",""value"":false},""custom_field_222578"":{""data_type"":""boolean"",""value"":false},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
7620557,amount,,,0.00,2021-11-30 00:00:00.000,2021-11-30,2021-11-30,2021-11-30 17:12:08.000,,,"","",false,,25000.00,"",,,SC-1234-021,,,,0.00,25000.00,0.00,true,25000.00,true,10.00,,25000.00,,Draft,New Test with 2 Internal Reviewers,0.00,0.00,0.00,2021-11-30 17:12:21.000,8274936,Architect TEST Company,,474920,2022-03-08 13:00:31.983,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":{""id"":165951,""label"":""Standard Subcontract""}},""custom_field_222573"":{""data_type"":""string"",""value"":""""},""custom_field_222574"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222575"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222576"":{""data_type"":""boolean"",""value"":false},""custom_field_222577"":{""data_type"":""boolean"",""value"":false},""custom_field_222578"":{""data_type"":""boolean"",""value"":false},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
7721822,amount,,,0.00,2021-12-21 00:00:00.000,2021-12-21,2021-12-21,2021-12-21 14:38:24.000,,,<p>dsfasf</p>,"",false,,2500.00,"",,,SC-1234-022,,,,0.00,2500.00,0.00,true,2500.00,true,10.00,,2500.00,,Draft,test,0.00,0.00,0.00,2021-12-21 14:38:38.000,17211990,B & A CONCRETE RESTORATION LLC,,474920,2022-03-08 13:00:31.983,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":{""id"":165951,""label"":""Standard Subcontract""}},""custom_field_222573"":{""data_type"":""string"",""value"":""10th""},""custom_field_222574"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222575"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222576"":{""data_type"":""boolean"",""value"":false},""custom_field_222577"":{""data_type"":""boolean"",""value"":false},""custom_field_222578"":{""data_type"":""boolean"",""value"":true},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
7750869,amount,,,0.00,2022-01-03 00:00:00.000,2022-01-03,2024-01-24,2022-01-03 14:05:48.000,,,<p>dfafdsf</p>,<p>adf</p>,false,,2300.00,<p>sadf</p>,,,SC-1234-023,,,,0.00,2300.00,0.00,true,2300.00,true,10.00,,2300.00,,Draft,Test Template,0.00,0.00,0.00,2022-01-03 14:06:09.000,21664865,ROCK CITY CONSTRUCTION CO LLC,,474920,2022-03-08 13:00:33.860,"{""custom_field_222572"":{""data_type"":""lov_entry"",""value"":{""id"":165951,""label"":""Standard Subcontract""}},""custom_field_222573"":{""data_type"":""string"",""value"":""10th""},""custom_field_222574"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222575"":{""data_type"":""rich_text"",""value"":""""},""custom_field_222576"":{""data_type"":""boolean"",""value"":true},""custom_field_222577"":{""data_type"":""boolean"",""value"":false},""custom_field_222578"":{""data_type"":""boolean"",""value"":true},""custom_field_251686"":{""data_type"":""boolean"",""value"":null},""custom_field_251687"":{""data_type"":""boolean"",""value"":null},""custom_field_251688"":{""data_type"":""vendor"",""value"":null},""custom_field_251689"":{""data_type"":""vendor"",""value"":null},""custom_field_261502"":{""data_type"":""string"",""value"":null},""custom_field_261503"":{""data_type"":""string"",""value"":null}}",11109
